0,1,2,3,4,5,6,7,8,9,10
newspapers,grapes,onions,coffee,,,,,,,
frozen potato products,chocolate marshmallow,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
pork,condensed milk,bottled beer,other vegetables,candy,,,,,,
whole milk,pastry,yogurt,pot plants,,,,,,,
root vegetables,whole milk,,,,,,,,,
frozen fruits,citrus fruit,,,,,,,,,
liver loaf,chicken,rolls/buns,spread cheese,shopping bags,,,,,,
whole milk,oil,,,,,,,,,
bottled beer,herbs,,,,,,,,,
citrus fruit,liquor,,,,,,,,,
finished products,rolls/buns,oil,frozen vegetables,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
yogurt,photo/film,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
brown bread,curd,,,,,,,,,
chicken,pip fruit,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
other vegetables,beverages,fruit/vegetable juice,prosecco,other vegetables,ice cream,soda,root vegetables,,,
root vegetables,canned fish,hygiene articles,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
whole milk,napkins,artif. sweetener,,,,,,,,
pastry,brown bread,,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
tropical fruit,pot plants,,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
bottled beer,sliced cheese,,,,,,,,,
pip fruit,brown bread,oil,,,,,,,,
canned beer,rolls/buns,other vegetables,dog food,,,,,,,
rolls/buns,soda,citrus fruit,spread cheese,,,,,,,
misc. beverages,pastry,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
pip fruit,mustard,whole milk,,,,,,,,
whole milk,spread cheese,,,,,,,,,
pip fruit,pastry,,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
soda,flour,cocoa drinks,,,,,,,,
coffee,canned fish,,,,,,,,,
pudding powder,mustard,,,,,,,,,
whole milk,cream cheese ,soda,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
soda,grapes,,,,,,,,,
soups,white bread,other vegetables,,,,,,,,
onions,margarine,sweet spreads,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
rolls/buns,napkins,bottled beer,,,,,,,,
sausage,white wine,hygiene articles,,,,,,,,
pork,whole milk,,,,,,,,,
dishes,salty snack,,,,,,,,,
sausage,UHT-milk,candles,chewing gum,bottled beer,artif. sweetener,butter,,,,
sausage,root vegetables,,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
berries,dessert,dessert,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
baking powder,soda,beverages,,,,,,,,
meat,other vegetables,,,,,,,,,
butter milk,margarine,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
shopping bags,red/blush wine,butter,,,,,,,,
mustard,salt,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
coffee,butter milk,,,,,,,,,
other vegetables,frozen vegetables,rolls/buns,,,,,,,,
berries,root vegetables,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
butter milk,spices,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,pastry,liquor,,,,,,,,
frankfurter,newspapers,,,,,,,,,
other vegetables,napkins,white wine,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
pot plants,dish cleaner,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
citrus fruit,root vegetables,,,,,,,,,
hard cheese,white wine,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
oil,bottled beer,,,,,,,,,
other vegetables,curd,beef,white bread,,,,,,,
frankfurter,bottled beer,pastry,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
hamburger meat,bottled beer,domestic eggs,,,,,,,,
butter,butter milk,canned beer,UHT-milk,brown bread,baking powder,long life bakery product,,,,
tropical fruit,margarine,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
other vegetables,margarine,shopping bags,processed cheese,,,,,,,
sausage,other vegetables,,,,,,,,,
seasonal products,pot plants,whole milk,dental care,,,,,,,
chicken,soda,,,,,,,,,
curd,curd,,,,,,,,,
meat,other vegetables,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
chicken,whole milk,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
turkey,grapes,soda,,,,,,,,
pip fruit,frozen fish,,,,,,,,,
whole milk,cat food,,,,,,,,,
grapes,other vegetables,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
white wine,soda,,,,,,,,,
coffee,shopping bags,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
pork,curd,,,,,,,,,
pip fruit,waffles,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
waffles,whole milk,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,bottled beer,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
specialty chocolate,bottled water,,,,,,,,,
butter,specialty bar,,,,,,,,,
onions,hygiene articles,,,,,,,,,
soda,soda,,,,,,,,,
whole milk,detergent,,,,,,,,,
chicken,salty snack,,,,,,,,,
beef,pasta,,,,,,,,,
chocolate,liquor,,,,,,,,,
specialty bar,condensed milk,,,,,,,,,
beef,condensed milk,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
tropical fruit,bottled water,long life bakery product,,,,,,,,
pastry,whole milk,citrus fruit,newspapers,,,,,,,
rolls/buns,chocolate,,,,,,,,,
pork,butter,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
root vegetables,soups,,,,,,,,,
citrus fruit,sugar,,,,,,,,,
rolls/buns,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
frankfurter,oil,other vegetables,,,,,,,,
pip fruit,frozen vegetables,bottled water,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
whole milk,butter,,,,,,,,,
sausage,sausage,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
citrus fruit,yogurt,rolls/buns,,,,,,,,
whipped/sour cream,frozen meals,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
whipped/sour cream,other vegetables,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
sausage,white bread,,,,,,,,,
bottled water,yogurt,beef,berries,chocolate,butter,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
pot plants,tropical fruit,pip fruit,whole milk,semi-finished bread,,,,,,
meat,whole milk,,,,,,,,,
hamburger meat,soda,,,,,,,,,
sausage,beverages,,,,,,,,,
beef,butter,,,,,,,,,
curd,whole milk,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
ice cream,yogurt,,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
frozen meals,soda,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
sausage,pastry,,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
citrus fruit,canned fish,,,,,,,,,
root vegetables,white wine,,,,,,,,,
butter milk,bottled beer,zwieback,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
hygiene articles,white bread,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
tropical fruit,chocolate marshmallow,napkins,bottled water,,,,,,,
bottled water,rolls/buns,waffles,,,,,,,,
curd,sugar,,,,,,,,,
other vegetables,curd,,,,,,,,,
beef,spread cheese,cake bar,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,sweet spreads,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
grapes,whole milk,,,,,,,,,
nut snack,long life bakery product,whole milk,frozen meals,,,,,,,
root vegetables,tropical fruit,other vegetables,processed cheese,,,,,,,
root vegetables,sugar,,,,,,,,,
other vegetables,canned vegetables,canned beer,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
pastry,sliced cheese,fruit/vegetable juice,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
bottled beer,soda,,,,,,,,,
herbs,whole milk,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
rolls/buns,cereals,,,,,,,,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
shopping bags,chocolate,,,,,,,,,
fruit/vegetable juice,pot plants,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
misc. beverages,curd,,,,,,,,,
canned beer,pasta,,,,,,,,,
soda,beef,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
yogurt,whole milk,,,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,root vegetables,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
oil,yogurt,,,,,,,,,
soda,frozen vegetables,cream cheese ,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
soda,shopping bags,,,,,,,,,
pork,rolls/buns,,,,,,,,,
beverages,specialty fat,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
herbs,canned beer,,,,,,,,,
whole milk,coffee,,,,,,,,,
photo/film,beverages,bottled beer,,,,,,,,
rolls/buns,soda,,,,,,,,,
candy,soda,,,,,,,,,
pastry,bottled beer,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
bottled water,frozen dessert,newspapers,,,,,,,,
whole milk,soda,tea,,,,,,,,
butter,cleaner,red/blush wine,,,,,,,,
berries,baking powder,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
pork,sausage,frankfurter,other vegetables,pork,curd,flower soil/fertilizer,curd,margarine,,
beverages,domestic eggs,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,house keeping products,,,,,,
frozen chicken,herbs,yogurt,,,,,,,,
dessert,napkins,,,,,,,,,
root vegetables,coffee,shopping bags,specialty bar,,,,,,,
UHT-milk,soda,,,,,,,,,
whole milk,citrus fruit,butter,pip fruit,,,,,,,
root vegetables,chocolate,,,,,,,,,
frankfurter,yogurt,canned beer,,,,,,,,
bottled water,citrus fruit,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
canned fish,yogurt,,,,,,,,,
butter,dog food,,,,,,,,,
sausage,detergent,,,,,,,,,
meat,bottled water,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
other vegetables,other vegetables,butter,,,,,,,,
margarine,dishes,,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,,
root vegetables,specialty chocolate,frozen vegetables,canned beer,frozen fish,,,,,,
butter milk,shopping bags,baking powder,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
citrus fruit,tropical fruit,butter,ham,,,,,,,
soda,salt,sauces,curd,sugar,margarine,,,,,
hamburger meat,whole milk,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
chicken,whole milk,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
yogurt,tropical fruit,bottled water,yogurt,,,,,,,
frankfurter,curd cheese,chocolate,pastry,soda,,,,,,
chicken,domestic eggs,,,,,,,,,
tropical fruit,bottled beer,domestic eggs,rolls/buns,long life bakery product,other vegetables,skin care,,,,
pastry,herbs,,,,,,,,,
cereals,dessert,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
beef,flower (seeds),,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
sausage,yogurt,,,,,,,,,
waffles,napkins,,,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
beverages,soda,curd,liquor,whole milk,margarine,flour,,,,
other vegetables,margarine,,,,,,,,,
hamburger meat,chicken,butter,rolls/buns,,,,,,,
ham,bottled beer,,,,,,,,,
chicken,citrus fruit,butter,rolls/buns,soft cheese,specialty bar,,,,,
fish,root vegetables,tropical fruit,other vegetables,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
tropical fruit,citrus fruit,yogurt,frankfurter,specialty chocolate,hard cheese,whole milk,canned beer,,,
tropical fruit,curd,whole milk,other vegetables,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
curd,newspapers,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
soda,whole milk,,,,,,,,,
bottled water,flour,sugar,,,,,,,,
root vegetables,newspapers,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
shopping bags,white wine,,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sparkling wine,butter,,,,,,,,,
napkins,whipped/sour cream,,,,,,,,,
pasta,flower (seeds),,,,,,,,,
canned beer,dishes,,,,,,,,,
whole milk,waffles,,,,,,,,,
soda,citrus fruit,rolls/buns,,,,,,,,
newspapers,pastry,,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
other vegetables,liquor,whole milk,butter milk,,,,,,,
chicken,frozen meals,,,,,,,,,
pastry,margarine,pastry,pastry,,,,,,,
sausage,other vegetables,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
berries,other vegetables,,,,,,,,,
turkey,shopping bags,,,,,,,,,
curd,hygiene articles,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
chicken,specialty bar,newspapers,liquor,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
meat,whole milk,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
hamburger meat,pork,,,,,,,,,
pork,frozen meals,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
oil,bottled water,,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
turkey,domestic eggs,,,,,,,,,
beverages,chocolate marshmallow,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,tropical fruit,liquor (appetizer),soda,,,,,,,
tropical fruit,curd,,,,,,,,,
onions,citrus fruit,white bread,dessert,shopping bags,,,,,,
dessert,soda,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
butter,canned fish,cream cheese ,,,,,,,,
waffles,whole milk,,,,,,,,,
bottled water,cooking chocolate,,,,,,,,,
frankfurter,napkins,,,,,,,,,
whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
curd,specialty chocolate,,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,grapes,,,,,,,,,
root vegetables,whole milk,napkins,,,,,,,,
sausage,pip fruit,,,,,,,,,
meat,cream cheese ,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
sausage,grapes,berries,curd,,,,,,,
cream cheese ,chocolate marshmallow,spread cheese,pastry,,,,,,,
brown bread,male cosmetics,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
rolls/buns,semi-finished bread,,,,,,,,,
berries,soda,oil,,,,,,,,
rolls/buns,onions,butter,whole milk,rolls/buns,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
pet care,napkins,,,,,,,,,
coffee,packaged fruit/vegetables,bottled water,pastry,,,,,,,
sausage,long life bakery product,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
salty snack,frozen meals,,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
frankfurter,sausage,packaged fruit/vegetables,yogurt,bottled beer,shopping bags,,,,,
tropical fruit,other vegetables,,,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
hard cheese,rolls/buns,root vegetables,napkins,,,,,,,
pastry,bottled water,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
pork,whole milk,,,,,,,,,
soda,soda,canned beer,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
long life bakery product,napkins,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
napkins,photo/film,,,,,,,,,
pork,pickled vegetables,,,,,,,,,
brown bread,liquor,,,,,,,,,
chocolate,yogurt,,,,,,,,,
frozen vegetables,curd,rolls/buns,,,,,,,,
canned vegetables,popcorn,,,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
coffee,bottled beer,shopping bags,,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
root vegetables,rolls/buns,flower (seeds),,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
rolls/buns,soda,,,,,,,,,
frankfurter,dessert,,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
dog food,canned beer,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
hamburger meat,sugar,,,,,,,,,
frozen meals,UHT-milk,,,,,,,,,
brown bread,canned beer,,,,,,,,,
newspapers,waffles,shopping bags,,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
whole milk,meat,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whole milk,butter,,,,,,,,,
hygiene articles,tea,,,,,,,,,
soda,butter milk,soda,,,,,,,,
other vegetables,bottled water,,,,,,,,,
chicken,bottled beer,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
yogurt,specialty cheese,,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
pastry,newspapers,,,,,,,,,
beverages,whole milk,onions,,,,,,,,
chicken,butter milk,,,,,,,,,
other vegetables,whole milk,canned fruit,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
chocolate marshmallow,whole milk,whole milk,,,,,,,,
rolls/buns,misc. beverages,ice cream,tropical fruit,shopping bags,coffee,popcorn,hygiene articles,,,
hamburger meat,soda,,,,,,,,,
pastry,other vegetables,,,,,,,,,
domestic eggs,sliced cheese,,,,,,,,,
whole milk,coffee,,,,,,,,,
coffee,bottled water,chocolate,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
soda,snack products,,,,,,,,,
other vegetables,pork,,,,,,,,,
pork,pip fruit,yogurt,salty snack,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
root vegetables,rice,,,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
turkey,domestic eggs,,,,,,,,,
baking powder,domestic eggs,,,,,,,,,
pastry,dishes,waffles,,,,,,,,
tropical fruit,nuts/prunes,,,,,,,,,
soda,bottled water,ice cream,,,,,,,,
baby cosmetics,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,,
pip fruit,whole milk,,,,,,,,,
sausage,beverages,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
hamburger meat,flour,cling film/bags,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
curd,brown bread,,,,,,,,,
soda,hard cheese,,,,,,,,,
soda,napkins,,,,,,,,,
pork,bottled water,,,,,,,,,
soda,shopping bags,canned beer,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
soda,whole milk,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,
whole milk,butter,,,,,,,,,
yogurt,pip fruit,house keeping products,frozen vegetables,,,,,,,
frankfurter,specialty chocolate,brown bread,herbs,rolls/buns,,,,,,
other vegetables,coffee,,,,,,,,,
other vegetables,soda,UHT-milk,salty snack,,,,,,,
whole milk,frozen dessert,,,,,,,,,
pip fruit,white wine,,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
salty snack,pip fruit,chicken,rolls/buns,red/blush wine,,,,,,
frankfurter,whole milk,,,,,,,,,
spread cheese,other vegetables,whole milk,,,,,,,,
sausage,root vegetables,,,,,,,,,
soda,beef,other vegetables,soda,flour,,,,,,
coffee,sausage,bottled water,cream cheese ,,,,,,,
other vegetables,bottled water,whipped/sour cream,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
canned beer,tropical fruit,margarine,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
house keeping products,rolls/buns,mayonnaise,,,,,,,,
finished products,bottled water,cling film/bags,,,,,,,,
other vegetables,citrus fruit,whole milk,frankfurter,zwieback,other vegetables,domestic eggs,brown bread,sugar,,
pastry,baking powder,mustard,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
whole milk,ice cream,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
canned beer,dental care,,,,,,,,,
pork,whole milk,,,,,,,,,
pastry,soda,pastry,,,,,,,,
berries,tropical fruit,tropical fruit,shopping bags,sweet spreads,yogurt,yogurt,sweet spreads,soups,,
beef,shopping bags,,,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
frankfurter,beef,,,,,,,,,
butter milk,UHT-milk,,,,,,,,,
beef,other vegetables,,,,,,,,,
pastry,bottled beer,,,,,,,,,
soda,candy,,,,,,,,,
beverages,sausage,,,,,,,,,
mayonnaise,pet care,,,,,,,,,
pork,other vegetables,yogurt,white bread,,,,,,,
ice cream,UHT-milk,,,,,,,,,
tropical fruit,flour,,,,,,,,,
whole milk,grapes,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
cereals,rolls/buns,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
citrus fruit,soda,coffee,,,,,,,,
frozen meals,dental care,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
hamburger meat,ice cream,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
newspapers,pastry,,,,,,,,,
tropical fruit,coffee,canned vegetables,,,,,,,,
other vegetables,yogurt,,,,,,,,,
female sanitary products,curd,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
sausage,butter,,,,,,,,,
white bread,pip fruit,,,,,,,,,
frozen dessert,rolls/buns,,,,,,,,,
beverages,oil,,,,,,,,,
flour,grapes,frankfurter,bottled beer,citrus fruit,grapes,other vegetables,cat food,frozen vegetables,,
